line,phase,date,day,month,treatment_name,wage,output,productivity,quality_rate,total_absenteeism,unplan_absenteeism,plan_absenteeism,tot_wk_hr,line_workers,style1,sam_style1,BaseWage,OvertimeWage,OldIncentive,OldTHP,TotalTardinessMin,WorkingHr,OTHr,DTMinPersons,DTMinMachine,DTMinMaterial,DTMinQuality,DTTotal,treat_qual,treat_prod,treat_fixed,after,t_prod,t_fixed,t_qual,treat,t_after,OT,lead_time
Control 1,Post-Treatment,2016-08-24,wed,August,Control,501.5,590,147,97.5,4.35,0,4.35,8,22,777029,26.346,300,0,201.5,501.5,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-08-25,thu,August,Control,751.85,842,161,97.42,0,0,0,11,23,777029,26.346,300,168.75,283.1,751.85,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-08-26,fri,August,Control,734.5,820,157,97.56,0,0,0,10,23,777029,26.346,300,112.5,322,734.5,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-08-27,sat,August,Control,569.13,700,167,99.29,0,0,0,8,23,777029,26.346,300,0,269.13,569.13,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
Control 1,Post-Treatment,2016-08-29,mon,August,Control,810.15,966,168,98.03,0,0,0,11,23,777029,26.346,300,168.75,341.4,810.15,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
Control 1,Post-Treatment,2016-08-30,tue,August,Control,760.05,828,144,98.67,0,0,0,11,23,776850,26.346,300,168.75,291.3,760.05,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-08-31,wed,August,Control,722.46,738,140,98.33,4.35,0,4.35,11,22,776850,26.346,300,168.75,253.71,722.46,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-09-01,thu,September,Control,804.25,840,160,97.89,8.7,0,8.7,11,21,776850,26.346,300,168.75,335.5,804.25,2,8,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-09-02,fri,September,Control,510,600,150,96.98,4.35,0,4.35,8,22,776850,26.346,300,0,210,510,1,8,0,0,0,82,6,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-09-03,sat,September,Control,510,600,150,97.14,4.35,0,4.35,8,22,776850,26.346,300,0,210,510,0,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,5
Control 1,Post-Treatment,2016-09-05,mon,September,Control,732.19,820,142,97.36,0,0,0,11,23,776850,26.346,300,168.75,263.44,732.19,0,8,3,0,0,0,24,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-09-06,tue,September,Control,731.82,820,142,97.87,0,0,0,11,23,776850,26.346,300,168.75,263.07,731.82,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2016-09-07,wed,September,Control,722.95,820,142,97.83,0,0,0,11,23,776850,26.346,300,168.75,254.2,722.95,1,8,3,0,0,60,0,0,0,0,0,1,0,0,0,0,0,1,8
Control 1,Post-Treatment,2016-09-08,thu,September,Control,787.99,900,156,97.56,0,0,0,11,23,776850,26.346,300,168.75,319.24,787.99,0,8,3,0,0,0,22,0,0,0,0,1,0,0,0,0,0,1,9
Control 1,Post-Treatment,2016-09-09,fri,September,Control,522.75,615,153,98.12,4.35,0,4.35,8,22,776850,26.346,300,0,222.75,522.75,6,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,10
Control 1,Post-Treatment,2016-09-10,sat,September,Control,501.5,590,147,97.82,4.35,4.35,0,8,22,776850,26.346,300,0,201.5,501.5,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11
Control 1,Post-Treatment,2016-09-12,mon,September,Control,480.86,540,141,98.33,8.7,4.35,4.35,8,21,776850,26.346,300,0,180.86,480.86,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12
Control 1,Post-Treatment,2016-09-13,tue,September,Control,778.75,850,154,97.26,4.55,4.55,0,11,22,776850,26.346,300,168.75,310,778.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13
Control 1,Post-Treatment,2016-09-14,wed,September,Control,804.25,880,160,97.18,4.55,4.55,0,11,22,777029,26.346,300,168.75,335.5,804.25,0,8,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-09-15,thu,September,Control,870.55,958,174,97.36,4.55,4.55,0,11,22,777029,26.346,300,168.75,401.8,870.55,0,8,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-09-16,fri,September,Control,300,80,15,NA,0,0,0,8,22,777029,26.346,300,0,0,300,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-09-17,sat,September,Control,620.5,730,182,98.71,9.09,4.55,4.55,8,22,777029,26.346,300,0,320.5,620.5,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-09-19,mon,September,Control,586.5,690,172,99.05,0,0,0,8,22,777029,26.346,300,0,286.5,586.5,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
Control 1,Post-Treatment,2016-09-20,tue,September,Control,797.23,790,150,97.91,4.55,4.55,0,11,21,776850,26.346,300,168.75,328.48,797.23,7,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-09-21,wed,September,Control,759.73,790,150,97.27,9.09,4.55,4.55,11,21,776850,26.346,300,168.75,290.98,759.73,0,8,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-09-22,thu,September,Control,754.69,820,142,97.87,2.27,0,2.27,11,23,776850,26.346,300,168.75,285.94,754.69,10,8,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-09-23,fri,September,Control,815.99,880,160,97.65,0,0,0,11,22,776850,26.346,300,168.75,347.24,815.99,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
Control 1,Post-Treatment,2016-09-24,sat,September,Control,313,280,70,98.51,0,0,0,8,22,776850,26.346,300,0,13,313,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
Control 1,Post-Treatment,2016-09-26,mon,September,Control,924.65,856,155,98.22,0,0,0,11,22,776850,26.346,300,168.75,455.9,924.65,11,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-09-27,tue,September,Control,771.87,830,151,98.22,0,0,0,11,22,776850,26.346,300,168.75,303.12,771.87,0,8,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2016-09-28,wed,September,Control,771.3,790,150,97.87,4.35,4.35,0,11,21,776850,26.346,300,168.75,302.55,771.3,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
Control 1,Post-Treatment,2016-09-29,thu,September,Control,613.18,520,130,98.25,0,0,0,11,22,776850,26.346,300,168.75,144.43,613.18,6,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
Control 1,Post-Treatment,2016-09-30,fri,September,Control,672.2,502,95,97.58,4.35,0,4.35,11,21,776850,26.346,300,168.75,203.45,672.2,15,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10
Control 1,Post-Treatment,2016-10-01,sat,October,Control,565.6,580,152,97.35,2.17,0,2.17,8,21,776850,26.346,300,0,265.6,565.6,0,8,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,11
Control 1,Post-Treatment,2016-10-03,mon,October,Control,405,430,118,96.17,4.35,0,4.35,8,20,776850,26.346,300,0,105,405,7,8,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,12
Control 1,Post-Treatment,2016-10-04,tue,October,Control,601.8,440,92,97.18,8.7,0,8.7,11,19,776850,26.346,300,168.75,133.05,601.8,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13
Control 1,Post-Treatment,2016-10-05,wed,October,Control,573.07,210,42,98.15,4.35,0,4.35,11,20,776850,26.346,300,168.75,104.32,573.07,6,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14
Control 1,Post-Treatment,2016-10-06,thu,October,Control,792.08,700,192,98.02,0,0,0,11,20,776850,26.346,300,168.75,323.33,792.08,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15
Control 1,Post-Treatment,2016-10-07,fri,October,Control,454.14,510,133,97,0,0,0,8,21,776850,26.346,300,0,154.14,454.14,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
Control 1,Post-Treatment,2016-10-08,sat,October,Control,486.2,520,143,98.02,4.35,0,4.35,8,20,776850,26.346,300,0,186.2,486.2,0,8,0,4,0,0,13,0,0,0,0,1,0,0,0,0,0,0,17
Control 1,Post-Treatment,2016-10-10,mon,October,Control,468.75,419,84,95.83,4.35,0,4.35,11,20,776850,26.346,300,168.75,0,468.75,3,8,3,2,0,0,45,0,0,0,0,1,0,0,0,0,0,1,18
Control 1,Post-Treatment,2016-10-11,tue,October,Control,468.75,365,7,87.27,4.35,0,4.35,11,20,855943,39,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-10-12,wed,October,Control,468.75,90,25,88.57,2.17,2.17,0,11,21,855943,39,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-10-13,thu,October,Control,468.75,111,33,82.02,4.35,4.35,0,11,20,855943,NA,300,168.75,0,468.75,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-10-14,fri,October,Control,412.5,117,38,88.57,4.35,4.35,0,10,20,855943,39,300,112.5,0,412.5,1,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
Control 1,Post-Treatment,2016-10-15,sat,October,Control,300,NA,0,NA,0,0,0,8,21,855943,39,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
Control 1,Post-Treatment,2016-10-17,mon,October,Control,300,72,32,83.78,8.7,8.7,0,8,19,831360,40.634,300,0,0,300,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-10-18,tue,October,Control,468.75,205,63,88.52,4.35,4.35,0,11,20,831360,40.634,300,168.75,0,468.75,5,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-10-19,wed,October,Control,468.75,200,62,97.05,4.35,4.35,0,11,20,831359,40.634,300,168.75,0,468.75,3,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-10-20,thu,October,Control,468.75,199,58,91,6.52,0,6.52,11,21,831359,40.634,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-10-21,fri,October,Control,468.75,163,50,87.64,8.7,0,8.7,11,20,831360,40.634,300,168.75,0,468.75,3,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-10-22,sat,October,Control,300,165,67,90.26,4.35,0,4.35,8,21,831360,40.634,300,0,0,300,20,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-10-24,mon,October,Control,468.75,170,52,89.5,8.7,8.7,0,11,20,831360,40.634,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-10-25,tue,October,Control,471.75,277,81,90.45,0,0,0,11,21,831359,40.634,300,168.75,3,471.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-10-26,wed,October,Control,468.75,190,56,88.77,4.35,0,4.35,11,21,831359,40.634,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-10-27,thu,October,Control,468.75,215,63,88.89,0,0,0,11,21,831360,40.634,300,168.75,0,468.75,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-10-28,fri,October,Control,463.99,266,86,92.65,4.35,4.35,0,10,21,831360,40.634,300,112.5,51.49,463.99,2,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-10-29,sat,October,Control,225.63,60,34,86.67,4.35,4.35,0,8,20,831360,40.634,225.63,0,0,225.63,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-10-31,mon,October,Control,468.75,200,59,0,4.35,0,4.35,11,21,831359,40.634,300,168.75,0,468.75,3,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-11-01,tue,November,Control,468.75,200,68,88.2,13.04,13.04,0,11,18,831359,40.634,300,168.75,0,468.75,0,8,3,0,0,130,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-11-02,wed,November,Control,509.76,276,89,90,13.04,8.7,4.35,11,19,831360,40.634,300,168.75,41.01,509.76,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-11-03,thu,November,Control,528.75,300,92,91.67,8.7,8.7,0,11,20,831360,40.634,300,168.75,60,528.75,3,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-11-04,fri,November,Control,727.7,390,126,93.91,15.91,15.91,0,11,19,831360,40.634,300,168.75,258.95,727.7,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-11-05,sat,November,Control,300,NA,0,NA,37.27,37.27,0,8,19,831360,NA,300,0,0,300,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-11-07,mon,November,Control,300,119,56,92.5,13.64,9.09,4.55,8,18,831360,40.634,300,0,0,300,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
Control 1,Post-Treatment,2016-11-08,tue,November,Control,380.54,212,84,87.34,11.36,11.36,0,9,19,831360,40.634,300,56.25,24.29,380.54,6,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-11-09,wed,November,Control,468.75,NA,0,NA,13.64,9.09,4.55,11,19,831360,NA,300,168.75,0,468.75,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
Control 1,Post-Treatment,2016-11-10,thu,November,Control,549.75,329,96,90.95,9.09,4.55,4.55,11,21,831360,40.634,300,168.75,81,549.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
Control 1,Post-Treatment,2016-11-11,fri,November,Control,468.75,172,56,93.08,9.09,4.55,4.55,11,19,831360,40.634,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
Control 1,Post-Treatment,2016-11-12,sat,November,Control,448.8,480,214,95.05,9.09,4.55,4.55,8,19,776850,26.346,300,0,148.8,448.8,0,8,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-11-14,mon,November,Control,433.5,510,196,95.88,8.7,8.7,0,8,22,776850,26.346,300,0,133.5,433.5,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-11-15,tue,November,Control,734.13,725,213,96.49,8.7,8.7,0,11,21,776850,26.346,300,168.75,265.38,734.13,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-11-16,wed,November,Control,769.8,750,143,96.65,8.7,8.7,0,11,21,776850,26.346,300,168.75,301.05,769.8,0,8,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,4
Control 1,Post-Treatment,2016-11-17,thu,November,Control,734.13,725,145,96.22,8.7,8.7,0,11,20,776850,26.346,300,168.75,265.38,734.13,2,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-11-18,fri,November,Control,736.83,715,143,96.51,8.7,8.7,0,11,20,776850,26.346,300,168.75,268.08,736.83,2,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-11-19,sat,November,Control,476.85,510,140,96.67,8.7,8.7,0,8,20,776850,26.346,300,0,176.85,476.85,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
Control 1,Post-Treatment,2016-11-21,mon,November,Control,566.93,493,109,95.46,17.39,17.39,0,11,18,776850,26.346,300,168.75,98.18,566.93,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
Control 1,Post-Treatment,2016-11-22,tue,November,Control,471.15,478,95,97.73,8.7,8.7,0,11,20,845744,24.455,300,168.75,2.4,471.15,0,8,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-11-23,wed,November,Control,583.4,604,121,95.45,8.7,8.7,0,11,20,845744,24.455,300,168.75,114.65,583.4,2,8,3,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-11-24,thu,November,Control,582.45,600,109,96.29,8.33,8.33,0,11,22,849160,24.708,300,168.75,113.7,582.45,3,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-11-25,fri,November,Control,499.89,570,156,96.38,8.33,8.33,0,8,20,849160,24.708,300,0,199.89,499.89,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-11-26,sat,November,Control,526.2,570,165,96.49,12.5,8.33,4.17,8,19,849160,24.708,300,0,226.2,526.2,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-11-28,mon,November,Control,502.2,544,157,96.84,12.5,8.33,4.17,8,19,849160,24.708,300,0,202.2,502.2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-11-29,tue,November,Control,788.55,835,156,97.2,12.5,12.5,0,11,20,849160,24.708,300,168.75,319.8,788.55,4,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-11-30,wed,November,Control,788.55,835,156,97.35,12.5,8.33,4.17,11,20,849160,24.708,300,168.75,319.8,788.55,3,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-12-01,thu,December,Control,773.8,798,130,97.09,4.17,0,4.17,11,23,849160,24.71,300,168.75,305.05,773.8,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2016-12-02,fri,December,Control,821.33,966,172,97.5,8.33,4.17,4.17,11,21,849160,24.71,300,168.75,352.58,821.33,2,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
Control 1,Post-Treatment,2016-12-03,sat,December,Control,558.09,672,157,97.61,4.17,0,4.17,8,22,849160,24.71,300,0,258.09,558.09,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
Control 1,Post-Treatment,2016-12-06,tue,December,Control,767.42,1008,172,97.37,0,0,0,11,22,849160,24.71,300,168.75,298.67,767.42,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10
Control 1,Post-Treatment,2016-12-07,wed,December,Control,869.47,0,0,97.21,0,0,0,11,22,849160,24.71,300,168.75,400.72,869.47,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11
Control 1,Post-Treatment,2016-12-08,thu,December,Control,809.67,608,103,97.05,0,0,0,11,22,849160,24.71,300,168.75,340.92,809.67,2,8,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
Control 1,Post-Treatment,2016-12-09,fri,December,Control,821.63,1092,186,97.6,0,0,0,11,22,849160,24.71,300,168.75,352.88,821.63,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13
Control 1,Post-Treatment,2016-12-10,sat,December,Control,538.16,643,138,96.62,0,0,0,8,24,849160,24.71,300,0,238.16,538.16,0,8,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,14
Control 1,Post-Treatment,2016-12-12,mon,December,Control,440.09,552,124,95.83,0,0,0,8,23,849160,24.71,300,0,140.09,440.09,0,8,0,140,0,2,8,0,0,0,0,1,0,0,0,0,0,0,15
Control 1,Post-Treatment,2016-12-13,tue,December,Control,694.07,800,130,95.83,0,0,0,11,23,849160,24.71,300,168.75,225.32,694.07,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16
Control 1,Post-Treatment,2016-12-14,wed,December,Control,731.57,800,130,96.39,0,0,0,11,23,849160,24.71,300,168.75,262.82,731.57,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17
Control 1,Post-Treatment,2016-12-15,thu,December,Control,468.75,227,37,96,0,0,0,11,23,849160,24.71,300,168.75,0,468.75,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18
Control 1,Post-Treatment,2016-12-16,fri,December,Control,300,225,47,97.71,0,0,0,8,23,881483,22.88,300,0,0,300,0,8,0,0,0,0,70,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-12-17,sat,December,Control,300,250,52,95.73,4.17,0,4.17,8,23,881483,22.88,300,0,0,300,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-12-19,mon,December,Control,324.8,460,95,94.5,0,0,0,8,23,881483,22.88,300,0,24.8,324.8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-12-20,tue,December,Control,507.82,630,95,95.52,0,0,0,11,23,881483,22.88,300,168.75,39.07,507.82,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
Control 1,Post-Treatment,2016-12-21,wed,December,Control,468.75,500,75,95.93,0,0,0,11,23,881483,22.88,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-12-22,thu,December,Control,522.27,660,99,95.17,0,0,0,11,23,881483,22.88,300,168.75,53.52,522.27,0,8,3,0,0,30,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-12-23,fri,December,Control,468.75,440,66,94.71,4.17,4.17,0,11,23,881483,22.88,300,168.75,0,468.75,240,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2016-12-24,sat,December,Control,374.23,530,110,94.89,0,0,0,8,23,881483,22.88,300,0,74.23,374.23,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
Control 1,Post-Treatment,2016-12-26,mon,December,Control,468.75,540,85,99.66,4.17,0,4.17,11,22,881483,22.88,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9
Control 1,Post-Treatment,2016-12-27,tue,December,Control,632.03,780,123,96.25,4.17,4.17,0,11,22,881483,22.88,300,168.75,163.28,632.03,0,8,3,0,0,0,20,0,0,0,0,1,0,0,0,0,0,1,10
Control 1,Post-Treatment,2016-12-28,wed,December,Control,492.54,570,86,95.44,4.17,4.17,0,11,23,881483,22.88,300,168.75,23.79,492.54,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11
Control 1,Post-Treatment,2016-12-29,thu,December,Control,300,195,49,95.27,18.75,2.08,16.67,8,19,881483,22.88,300,0,0,300,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
Control 1,Post-Treatment,2016-12-30,fri,December,Control,300,NA,NA,NA,39.58,10.42,29.17,NA,NA,881484,NA,300,0,0,300,0,8,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1
Control 1,Post-Treatment,2016-12-31,sat,December,Control,300,NA,NA,NA,NA,NA,NA,NA,NA,881484,NA,300,0,0,300,0,8,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,2
Control 1,Post-Treatment,2017-01-02,mon,January,Control,310,0,NA,0,0,0,0,8,0,881484,NA,310,0,0,310,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2017-01-03,tue,January,Control,0,200,64,93.5,60.42,37.5,22.92,8,15,881484,22.88,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2017-01-04,wed,January,Control,484.38,350,64,91.27,20.83,8.33,12.5,11,19,881484,22.88,310,174.375,0,484.38,241,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2017-01-05,thu,January,Control,484.38,534,84,95.68,0,0,0,11,22,881484,22.88,310,174.375,0,484.38,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2017-01-06,fri,January,Control,484.38,367,58,93.36,4.17,4.17,0,11,22,881484,22.88,310,174.375,0,484.38,4,8,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2017-01-07,sat,January,Control,310,61,47,87.83,8.33,8.33,0,8,21,855943,78,310,0,0,310,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2017-01-09,mon,January,Control,449.59,405,84,86.67,0,0,0,8,23,881483,22.877,310,0,0,310,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2017-01-10,tue,January,Control,484.38,153,82,93.73,4.17,4.17,0,11,22,855943,78,310,174.375,0,484.38,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2017-01-11,wed,January,Control,529.76,660,99,95.27,4.17,0,4.17,11,23,881483,22.877,310,174.375,0,484.38,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2017-01-12,thu,January,Control,552.39,700,105,96.15,2.27,0,0,11,23,881483,22.877,310,174.375,0,484.38,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2017-01-13,fri,January,Control,310,405,84,95.11,0,0,0,8,23,881483,22.877,310,0,0,310,0,8,0,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2017-01-14,sat,January,Control,428.15,580,126,95.96,4.17,4.17,0,8,22,881483,22.877,310,0,0,310,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Target Wage 2,Pre-Treatment,2015-01-05,mon,January,Target Wage,300,121,26,92.56,9.09,4.55,4.55,8,21,640844,21.334,300,0,NA,300,22,8,0,0,24,0,0,24,0,0,1,0,0,0,0,1,0,0,1
Target Wage 2,Pre-Treatment,2015-01-06,tue,January,Target Wage,500.33,439,68,95.22,4.55,4.55,0,11,21,640844,21.334,300,168.75,31.58,500.33,0,8,3,6,14,0,0,20,0,0,1,0,0,0,0,1,0,1,2
