line,phase,date,day,month,treatment_name,wage,output,productivity,quality_rate,total_absenteeism,unplan_absenteeism,plan_absenteeism,tot_wk_hr,line_workers,style1,sam_style1,BaseWage,OvertimeWage,OldIncentive,OldTHP,TotalTardinessMin,WorkingHr,OTHr,DTMinPersons,DTMinMachine,DTMinMaterial,DTMinQuality,DTTotal,treat_qual,treat_prod,treat_fixed,after,t_prod,t_fixed,t_qual,treat,t_after,OT,lead_time
Control 1,Post-Treatment,2016-03-30,wed,March,Control,636.95,816,11,97.83,4.55,0,4.55,11,21,776850,1.843,300,168.75,168.2,636.95,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
Control 1,Post-Treatment,2016-03-31,thu,March,Control,678.96,666,133,98.82,4.55,0,4.55,11,21,776850,26.346,300,168.75,210.21,678.96,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
Control 1,Post-Treatment,2016-04-01,fri,April,Control,671.4,826,12,98.4,13.64,0,13.64,11,19,776850,1.843,300,168.75,202.65,671.4,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17
Control 1,Post-Treatment,2016-04-02,sat,April,Control,434.78,465,128,98.13,4.55,0,4.55,8,21,776850,26.346,300,0,134.78,434.78,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18
Control 1,Post-Treatment,2016-04-04,mon,April,Control,688.5,844,160,98.78,0,0,0,11,22,776850,26.346,300,168.75,219.75,688.5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19
Control 1,Post-Treatment,2016-04-05,tue,April,Control,724.78,782,156,98.99,0,0,0,11,21,776850,26.346,300,168.75,256.03,724.78,9,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20
Control 1,Post-Treatment,2016-04-06,wed,April,Control,721.08,700,140,98.56,0,0,0,11,21,776850,26.346,300,168.75,252.33,721.08,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21
Control 1,Post-Treatment,2016-04-07,thu,April,Control,756.32,810,143,99.11,0,0,0,11,22,776850,25.566,300,168.75,287.57,756.32,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22
Control 1,Post-Treatment,2016-04-08,fri,April,Control,461.53,534,129,99.12,0,0,0,8,22,776850,25.566,300,0,161.53,461.53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23
Control 1,Post-Treatment,2016-04-09,sat,April,Control,454.14,510,127,98.86,0,0,0,8,22,776850,26.346,300,0,154.14,454.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24
Control 1,Post-Treatment,2016-04-11,mon,April,Control,619.77,564,118,98.89,13.64,0,13.64,11,19,776850,26.346,300,168.75,151.02,619.77,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25
Control 1,Post-Treatment,2016-04-12,tue,April,Control,561.46,425,146,97.39,18.18,0,18.18,8,15,776850,26.346,300,0,261.46,561.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26
Control 1,Post-Treatment,2016-04-13,wed,April,Control,300,NA,NA,NA,0,0,0,8,0,NA,NA,300,0,0,300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-04-14,thu,April,Control,300,NA,NA,NA,0,0,0,8,0,NA,NA,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-04-15,fri,April,Control,300,NA,NA,NA,0,0,0,8,0,NA,NA,300,0,0,300,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-04-16,sat,April,Control,300,441,110,NA,45.45,0,45.45,8,9,776850,26.346,300,0,0,300,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-04-18,mon,April,Control,444.35,499,124,98.85,0,0,0,8,22,776850,26.346,300,0,144.35,444.35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-04-19,tue,April,Control,627.94,642,116,99.15,0,0,0,11,23,776850,26.346,300,168.75,159.19,627.94,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-04-20,wed,April,Control,538,530,96,98.9,4.35,4.35,0,11,23,776850,26.346,300,168.75,69.25,538,21,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-04-21,thu,April,Control,788.83,835,152,98.33,0,0,0,11,24,776850,26.346,300,168.75,320.08,788.83,240,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
Control 1,Post-Treatment,2016-04-22,fri,April,Control,468.75,180,53,97.65,0,0,0,11,24,829975,31.227,300,168.75,0,468.75,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-04-23,sat,April,Control,305.1,274,85,99.26,4.17,0,4.17,8,23,829975,31.227,300,0,5.1,305.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-04-25,mon,April,Control,300,114,34,95.68,0,0,0,8,24,829975,31.227,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-04-26,tue,April,Control,468.75,294,63,97.84,0,0,0,11,24,829975,31.227,300,168.75,0,468.75,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-04-27,wed,April,Control,557.33,450,101,96.98,4.17,0,4.17,11,23,829975,31.227,300,168.75,88.58,557.33,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
Control 1,Post-Treatment,2016-04-28,thu,April,Control,516.5,434,93,98.05,0,0,0,11,24,829975,31.227,300,168.75,47.75,516.5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
Control 1,Post-Treatment,2016-04-29,fri,April,Control,804.17,780,194,99.07,12.5,4.17,8.33,11,22,829975,31.227,300,168.75,335.42,804.17,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
Control 1,Post-Treatment,2016-04-30,sat,April,Control,527.21,610,148,98.91,0,0,0,8,24,NA,25.566,300,0,227.21,527.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-02,mon,May,Control,300,NA,NA,NA,0,0,0,8,0,NA,NA,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-03,tue,May,Control,468.75,364,62,96.41,4.17,0,4.17,11,23,NA,25.566,300,168.75,0,468.75,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-04,wed,May,Control,525,240,54,94.51,4.17,0,4.17,12,23,NA,31.227,300,225,0,525,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-05,thu,May,Control,525,321,63,94.32,0,0,0,12,24,NA,31.227,300,225,0,525,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-06,fri,May,Control,789.06,635,152,95.24,8.33,0,8.33,12,22,NA,31.677,300,225,264.06,789.06,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-07,sat,May,Control,412.5,200,53,94.92,12.5,0,12.5,10,21,NA,31.677,300,112.5,0,412.5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-09,mon,May,Control,468.75,301,65,90.2,0,0,0,11,24,NA,31.227,300,168.75,0,468.75,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-10,tue,May,Control,479.5,402,90,96.76,0,0,0,11,24,NA,31.147,300,168.75,10.75,479.5,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-11,wed,May,Control,468.75,135,44,96.19,4.17,0,4.17,11,23,NA,31.227,300,168.75,0,468.75,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-12,thu,May,Control,468.75,262,77,98.06,0,0,0,11,24,NA,31.227,300,168.75,0,468.75,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-13,fri,May,Control,391.34,380,124,97,0,0,0,8,24,NA,31.227,300,0,91.34,391.34,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-14,sat,May,Control,504.67,554,148,98.39,0,0,0,8,23,NA,25.566,300,0,204.67,504.67,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
Control 1,Post-Treatment,2016-05-16,mon,May,Control,595.18,600,111,97.85,4.17,0,4.17,11,23,776850,25.566,300,168.75,126.43,595.18,4,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-05-17,tue,May,Control,602.95,650,114,97.76,0,0,0,11,24,776850,25.566,300,168.75,134.2,602.95,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-05-18,wed,May,Control,468.75,310,67,95.5,4.17,0,4.17,11,23,725868,31.227,300,168.75,0,468.75,2,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-05-19,thu,May,Control,684.76,797,180,97.32,0,0,0,11,24,725868,31.227,300,168.75,216.01,684.76,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-05-20,fri,May,Control,300,NA,NA,NA,0,0,0,8,0,725868,NA,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-05-21,sat,May,Control,468.75,360,85,94.62,0,0,0,11,21,725868,31.227,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
Control 1,Post-Treatment,2016-05-23,mon,May,Control,468.75,197,46,93.13,0,0,0,11,21,725868,31.227,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-05-24,tue,May,Control,468.75,220,55,90.23,4.17,0,4.17,11,20,725868,31.227,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-05-25,wed,May,Control,509.89,409,97,94.52,0,0,0,11,21,725868,31.227,300,168.75,41.14,509.89,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2016-05-26,thu,May,Control,506.71,405,96,97.05,0,0,0,11,21,725868,31.227,300,168.75,37.96,506.71,11,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8
Control 1,Post-Treatment,2016-05-27,fri,May,Control,300,240,78,96,0,0,0,8,21,725868,31.227,300,0,0,300,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
Control 1,Post-Treatment,2016-05-28,sat,May,Control,445.4,380,130,97.09,4.17,0,4.17,8,20,725868,31.227,300,0,145.4,445.4,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
Control 1,Post-Treatment,2016-05-30,mon,May,Control,468.75,282,70,96.52,12.5,4.17,8.33,11,18,725868,31.227,300,168.75,0,468.75,5,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11
Control 1,Post-Treatment,2016-05-31,tue,May,Control,557.33,450,146,97.78,4.17,0,4.17,11,20,725868,31.227,300,168.75,88.58,557.33,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
Control 1,Post-Treatment,2016-06-01,wed,June,Control,657.54,540,122,97.96,0,0,0,11,22,725868,31.227,300,168.75,188.79,657.54,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13
Control 1,Post-Treatment,2016-06-02,thu,June,Control,539.51,434,98,97.2,0,0,0,11,22,725868,31.227,300,168.75,70.76,539.51,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14
Control 1,Post-Treatment,2016-06-03,fri,June,Control,396.78,433,119,98,4.55,0,4.55,8,21,725868,31.227,300,0,96.78,396.78,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
Control 1,Post-Treatment,2016-06-04,sat,June,Control,480.98,530,141,98.57,4.55,0,4.55,8,21,777029,25.566,300,0,180.98,480.98,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-06-06,mon,June,Control,459.42,500,133,98.46,4.55,0,4.55,8,21,777029,26.346,300,0,159.42,459.42,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-06-07,tue,June,Control,662.09,665,146,98.21,4.55,0,4.55,10.05,21,777029,26.346,300,115.31,246.78,662.09,3,8,2.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-06-08,wed,June,Control,391.96,431,109,98.06,4.55,0,4.55,8,21,776850,26.346,300,0,91.96,391.96,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-06-09,thu,June,Control,300,243,79,98.06,9.09,0,9.09,8,20,725868,31.227,300,0,0,300,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-06-10,fri,June,Control,609.03,604,169,98.41,13.64,0,13.64,8,19,776850,26.346,300,0,309.03,609.03,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-06-11,sat,June,Control,417.96,648,169,98.38,4.55,0,4.55,8,21,776850,26.346,300,0,117.96,417.96,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-06-13,mon,June,Control,547.92,720,198,98.35,4.55,0,4.55,8,21,776850,26.346,300,0,247.92,547.92,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-06-14,tue,June,Control,673.36,794,158,98.25,4.55,0,4.55,11,21,776850,26.346,300,168.75,204.61,673.36,2,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
Control 1,Post-Treatment,2016-06-15,wed,June,Control,836.98,835,167,98.36,4.55,0,4.55,11,21,776850,26.346,300,168.75,368.23,836.98,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-06-16,thu,June,Control,719.3,940,179,98.44,4.35,0,4.35,11,22,776850,26.346,300,168.75,250.55,719.3,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-06-17,fri,June,Control,750.85,1182,16,98.25,4.35,0,4.35,11,22,776850,26.346,300,168.75,282.1,750.85,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2016-06-18,sat,June,Control,552.11,888,232,98.27,4.35,0,4.35,8,22,776850,26.346,300,0,252.11,552.11,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
Control 1,Post-Treatment,2016-06-20,mon,June,Control,507.6,972,254,98.15,4.35,0,4.35,8,22,776850,26.346,300,0,207.6,507.6,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
Control 1,Post-Treatment,2016-06-21,tue,June,Control,908.2,1082,270,97.88,0,0,0,11,23,776850,26.346,300,168.75,156.41,625.16,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10
Control 1,Post-Treatment,2016-06-22,wed,June,Control,720.66,1013,202,96.76,4.35,0,4.35,11,22,777029,26.346,300,168.75,251.91,720.66,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-06-23,thu,June,Control,804.15,1106,15,97.81,0,0,0,11,23,777029,26.346,300,168.75,335.4,804.15,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-06-24,fri,June,Control,468.75,804,153,96.58,0,0,0,11,23,777029,26.346,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-06-25,sat,June,Control,1036.51,1164,304,97.22,0,0,0,8,23,777029,26.346,300,0,736.51,1036.51,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-06-27,mon,June,Control,916.32,1531,267,97.52,0,0,0,12,23,777029,NA,300,225,391.32,916.32,1,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-06-28,tue,June,Control,938.56,1636,20,97.56,0,0,0,12,23,777029,NA,300,225,413.56,938.56,0,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-06-29,wed,June,Control,998.92,1808,315,97.22,0,0,0,12,23,777029,NA,300,225,473.92,998.92,0,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2016-06-30,thu,June,Control,550.33,993,260,96.91,0,0,0,8,23,777029,NA,300,0,250.33,550.33,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
Control 1,Post-Treatment,2016-07-01,fri,July,Control,552.1,620,162,97.19,4.35,0,4.35,8,21,777029,NA,300,0,252.1,552.1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
Control 1,Post-Treatment,2016-07-02,sat,July,Control,605.04,876,240,96.45,8.7,0,8.7,8,21,777029,NA,300,0,305.04,605.04,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
Control 1,Post-Treatment,2016-07-04,mon,July,Control,805.68,1038,188,97.14,4.35,4.35,0,11,23,777029,NA,300,168.75,336.93,805.68,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11
Control 1,Post-Treatment,2016-07-05,tue,July,Control,782.9,1046,190,97.53,4.35,4.35,0,11,22,777029,NA,300,168.75,314.15,782.9,5,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12
Control 1,Post-Treatment,2016-07-06,wed,July,Control,851,850,170,97.2,8.7,0,8.7,11,21,777029,NA,300,168.75,382.25,851,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13
Control 1,Post-Treatment,2016-07-07,thu,July,Control,786.44,820,156,97.7,4.35,0,4.35,11,22,777029,NA,300,168.75,317.69,786.44,6,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14
Control 1,Post-Treatment,2016-07-08,fri,July,Control,527,620,155,97.46,0,0,0,8,23,777029,NA,300,0,227,527,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
Control 1,Post-Treatment,2016-07-09,sat,July,Control,429.25,505,126,97.82,0,0,0,8,23,777029,NA,300,0,129.25,429.25,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16
Control 1,Post-Treatment,2016-07-11,mon,July,Control,807.46,832,158,97.5,4.35,0,4.35,11,22,777029,NA,300,168.75,338.71,807.46,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17
Control 1,Post-Treatment,2016-07-12,tue,July,Control,851.32,900,163,97.56,4.35,4.35,0,11,22,777029,NA,300,168.75,382.57,851.32,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18
Control 1,Post-Treatment,2016-07-13,wed,July,Control,868,955,173,98.43,0,0,0,11,23,777029,NA,300,168.75,399.25,868,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19
Control 1,Post-Treatment,2016-07-14,thu,July,Control,804.25,880,160,97.79,0,0,0,11,23,777029,NA,300,168.75,335.5,804.25,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20
Control 1,Post-Treatment,2016-07-15,fri,July,Control,599.25,705,184,97.82,0,0,0,8,23,777029,NA,300,0,299.25,599.25,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21
Control 1,Post-Treatment,2016-07-16,sat,July,Control,490.45,705,184,98.1,0,0,0,8,23,776850,26.346,300,0,190.45,490.45,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-07-18,mon,July,Control,884.2,952,158,97.59,0,0,0,12,23,776850,26.346,300,225,359.2,884.2,0,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-07-19,tue,July,Control,300,NA,NA,NA,0,0,0,8,0,776850,NA,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-07-20,wed,July,Control,765.24,810,147,98.05,0,0,0,11.07,23,776850,26.346,300,172.69,292.55,765.24,22,8,3.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
Control 1,Post-Treatment,2016-07-21,thu,July,Control,821.25,900,163,97.43,0,0,0,11,23,777029,26.346,300,168.75,352.5,821.25,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-07-22,fri,July,Control,795.35,830,151,97.23,4.35,0,4.35,11,22,777029,26.346,300,168.75,326.6,795.35,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-07-23,sat,July,Control,680.26,750,150,97.95,0,0,0,10,23,777029,26.346,300,112.5,267.76,680.26,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-07-25,mon,July,Control,794.9,790,158,97.63,4.35,0,4.35,11,21,777029,26.346,300,168.75,326.15,794.9,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4
Control 1,Post-Treatment,2016-07-26,tue,July,Control,829.75,910,214,98.28,0,0,0,11,23,777029,26.346,300,168.75,361,829.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-07-27,wed,July,Control,664.06,710,129,97.08,0,0,0,11,23,776847,26.346,300,168.75,195.31,664.06,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-07-28,thu,July,Control,661.88,680,133,96.87,0,0,0,11,23,776847,26.346,300,168.75,193.13,661.88,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-07-29,fri,July,Control,525.38,590,154,98.18,4.35,0,4.35,8,22,777029,26.346,300,0,225.38,525.38,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-07-30,sat,July,Control,562.87,602,165,98.09,8.7,0,8.7,8,21,777029,26.346,300,0,262.87,562.87,7,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-08-01,mon,August,Control,533.13,526,95,94.82,0,0,0,11,23,776847,28.495,300,168.75,64.38,533.13,47,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-08-02,tue,August,Control,683.25,613,111,97.04,0,0,0,11,23,776847,26.346,300,168.75,214.5,683.25,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
Control 1,Post-Treatment,2016-08-03,wed,August,Control,584.96,620,134,96.61,0,0,0,10,23,776847,26.346,300,112.5,172.46,584.96,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
Control 1,Post-Treatment,2016-08-04,thu,August,Control,717.5,800,160,97.76,0,0,0,10,23,776850,26.346,300,112.5,305,717.5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-08-05,fri,August,Control,569.5,670,167,98.31,0,0,0,8,23,776850,26.346,300,0,269.5,569.5,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-08-06,sat,August,Control,480.86,540,141,97.04,4.35,0,4.35,8,22,776850,26.346,300,0,180.86,480.86,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-08-08,mon,August,Control,630.53,640,122,96.31,0,0,0,11,22,776847,26.346,300,168.75,161.78,630.53,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Control 1,Post-Treatment,2016-08-09,tue,August,Control,372.42,405,114,95.84,0,0,0,8,23,776847,28.495,300,0,72.42,372.42,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-08-10,wed,August,Control,430.12,485,137,96.52,0,0,0,8,23,776847,28.495,300,0,130.12,430.12,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-08-11,thu,August,Control,479.4,564,141,97.96,0,0,0,8,23,776850,26.346,300,0,179.4,479.4,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-08-12,fri,August,Control,300,NA,NA,NA,0,0,0,8,0,776850,NA,300,0,0,300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-08-13,sat,August,Control,556.55,625,163,97.76,4.35,0,4.35,8,22,776850,26.346,300,0,256.55,556.55,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Control 1,Post-Treatment,2016-08-15,mon,August,Control,444,506,132,96.9,4.35,0,4.35,8,22,776850,26.346,300,0,144,444,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Control 1,Post-Treatment,2016-08-16,tue,August,Control,468.75,697,125,96.53,0,0,0,11,23,776850,26.346,300,168.75,0,468.75,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5
Control 1,Post-Treatment,2016-08-17,wed,August,Control,762.57,882,10,96.75,0,0,0,11,23,776850,26.346,300,168.75,293.82,762.57,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6
Control 1,Post-Treatment,2016-08-18,thu,August,Control,621.42,825,197,98.98,0,0,0,11,23,776850,26.346,300,168.75,152.67,621.42,0,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7
Control 1,Post-Treatment,2016-08-19,fri,August,Control,395.44,348,83,96.88,0,0,0,8,23,776850,26.346,300,0,95.44,395.44,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
Control 1,Post-Treatment,2016-08-20,sat,August,Control,300,498,124,97.07,8.7,4.35,4.35,8,22,777029,26.346,300,0,0,300,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control 1,Post-Treatment,2016-08-22,mon,August,Control,512.22,630,150,97.27,0,0,0,8,23,777029,26.346,300,0,212.22,512.22,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Control 1,Post-Treatment,2016-08-23,tue,August,Control,635.07,698,174,98.08,4.35,4.35,0,11,22,777029,26.346,300,168.75,166.32,635.07,242,8,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3
