"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","x","pop","model","metric","estimate","precision","abs_yi","source","repo","branch","repo_license"
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",50,4.78413783840863,5.55562342013051,"estimate","p_loo.42","atnarko","m4a","p_loo",4.78413783840863,0.424261477410607,4.78413783840863,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",51,66.924956441058,233.585623486232,"estimate","looic.42","atnarko","m4a","looic",66.924956441058,0.0654300037437743,66.924956441058,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",52,-34.8027118247628,65.0417063203252,"estimate","elpd_loo.52","atnarko","m4b","elpd_loo",-34.8027118247628,0.123994961171509,34.8027118247628,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",53,5.2406622342101,6.50712658643555,"estimate","p_loo.52","atnarko","m4b","p_loo",5.2406622342101,0.392017425605369,5.2406622342101,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",54,69.6054236495255,260.166825281301,"estimate","looic.52","atnarko","m4b","looic",69.6054236495255,0.0619974805857546,69.6054236495255,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",55,-32.3618229229961,23.8925462720857,"estimate","elpd_loo3","awun","m1","elpd_loo",-32.3618229229961,0.204582641663665,32.3618229229961,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",56,3.7416241246448,2.66386103272866,"estimate","p_loo3","awun","m1","p_loo",3.7416241246448,0.612694832533027,3.7416241246448,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",57,64.7236458459923,95.5701850883427,"estimate","looic3","awun","m1","looic",64.7236458459923,0.102291320831833,64.7236458459923,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",58,-31.4726889146754,24.6053957982756,"estimate","elpd_loo.13","awun","m2a","elpd_loo",-31.4726889146754,0.201597351526631,31.4726889146754,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",59,2.69469279803715,1.31723503418938,"estimate","p_loo.13","awun","m2a","p_loo",2.69469279803715,0.871301302965642,2.69469279803715,"GitHub","DL-CC-sockeye","main",NA
"gh_DylanMG_DL-CC-sockeye_output_CV_pop_loos_run3.csv","DylanMG","output/CV/pop_loos_run3.csv","DylanMG / DL-CC-sockeye / output/CV/pop_loos_run3.csv",60,62.9453778293508,98.4215831931022,"estimate","looic.13","awun","m2a","looic",62.9453778293508,0.100798675763316,62.9453778293508,"GitHub","DL-CC-sockeye","main",NA
