"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","contrast","estimate","tratio","pvalue","precision","abs_yi","source","repo","branch","repo_license"
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",42,4630.74502164465,136260.939391488,"estimate","(gemini-2-flash,kinyarwanda) - (meditron-70b,kinyarwanda)",4630.74502164465,12.5448415189135,0,0.00270903309516664,4630.74502164465,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",43,-2628.98794356176,85970.1188679505,"estimate","(gemini-2-flash,kinyarwanda) - (o3-mini-high,english)",-2628.98794356176,-8.96633231416122,9.5590202420226e-14,0.00341056425767157,2628.98794356176,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",44,2434.28484848462,136260.939391496,"estimate","(gemini-2-flash,kinyarwanda) - (o3-mini-high,kinyarwanda)",2434.28484848462,6.59455821760737,3.87666088119687e-09,0.00270903309516657,2434.28484848462,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",45,5836.82494475183,118156.339052759,"estimate","(gemini-2-flash,kinyarwanda) - seniorNurse,english",5836.82494475183,16.9804093311178,0,0.00290918598584761,5836.82494475183,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",46,4812.79134199128,272521.878782983,"estimate","(gemini-2-flash,kinyarwanda) - seniorNurse,kinyarwanda",4812.79134199128,9.2192660093766,1.58650870218935e-13,0.00191557567205109,4812.79134199128,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",47,4175.82083211858,85970.1188679481,"estimate","(gpt-4o,english) - (gpt-4o,kinyarwanda)",4175.82083211858,14.2419052764642,0,0.00341056425767162,4175.82083211858,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",48,9490.03698031111,45567.1659088418,"estimate","(gpt-4o,english) - juniorGp,english",9490.03698031111,44.4571784215615,0,0.00468461593076996,9490.03698031111,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",49,10254.9459403434,120035.353715814,"estimate","(gpt-4o,english) - juniorGp,kinyarwanda",10254.9459403434,29.5991191551437,0,0.00288632620077492,10254.9459403434,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",50,7916.47596916743,35679.2983444043,"estimate","(gpt-4o,english) - (meditron-70b,english)",7916.47596916743,41.9105871560787,0,0.00529409642867726,7916.47596916743,"GitHub","RwandaBenchmarking","main",NA
"gh_PATH-AI-Initiative_RwandaBenchmarking_output_art_anova_posthoc_interactions_evaluationLanguage_responder.csv","PATH-AI-Initiative","output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv","PATH-AI-Initiative / RwandaBenchmarking / output/art_anova/posthoc/interactions/evaluationLanguage_responder.csv",51,9084.33078882826,85970.1188679446,"estimate","(gpt-4o,english) - (meditron-70b,kinyarwanda)",9084.33078882826,30.9826938932441,0,0.00341056425767169,9084.33078882826,"GitHub","RwandaBenchmarking","main",NA
